交易名称,企业名称,所属集团,电源类型,装机容量MW
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡包谷垴村公所老房子社19号刘兴甫）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所老箐社31号谭朝敏）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺科村委会贺科村五组（田艾那屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇赛弄村委会赛弄村四组（扎卡屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺南村委会（二组李惹搞、九组李艾惹））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇昔勒村委会昔勒村（三组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所小屋基社2号谭正全）,云南电网有限责任公司昭通巧家供电局,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（后山小学）,大理鹤庆云华新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会勐旨村大寨坝组移民社公厕屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（炼厂村委会）,大理鹤庆云华新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区凤翔街道办事处新村村名委员会402号）,中汇富鸿（临沧）新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（朵美初级中学）,大理鹤庆云华新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区章驮乡邦卖村委会上茨坑组15号（蒋锦宁））,中汇富鸿（临沧）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处岔河村委会岔河村陶家大田活动室）,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇黎山村委会下排村13号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会胶厂组赖志兰屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会海德村大海德水池一）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会中村30号）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会上得村153号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会一组&#40;鲍结沙&#41;）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴燕麦沟牛坪子社2号付昌会）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡红石岩村龙头坪社13号吴辉万）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村公所四家村社4号吴安贵）,云南电网有限责任公司昭通巧家供电局,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇黎山村委会黎山村21号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会班驮村五组（肖别林屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇八皮村公所团石包社69号冉崇发）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村大地头社78号陈必字）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇黄果村委会黄果村七组（赵艾保屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇马树村陈家箐社42号韩龙）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇孔家营村七舍社25号余庆国）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处忙畔社区忙畔村忙畔街道办公楼）,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会述迤村345号）,大唐（宣威）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇孔家营村大岔冲2号徐应跃）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所长海子社20号谭正明）,云南电网有限责任公司昭通巧家供电局,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会中村61号附1号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇团结村委会团结村让塞茶厂一组（肖金勇屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村公所噜布垭口社18号蒋光祥）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大山乡大山村委会大山中学男生宿舍楼第一栋屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会团结村127号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇岩帅村委会岩帅村三组（田惹茸屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇联合村委会联合村（联合下寨活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会帮控组童要明屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡大平掌村委会忙岗田搬迁点台变廖双文屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班奈村委会班奈村（班奈村委会卫生室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区博尚镇那招村委会大寨组32号（李国能））,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会中村43号）,大唐（宣威）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区圈内乡坝胡村委会张家村张家村85号（张荣））,中汇富鸿（临沧）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇小河塘村岔路社11号徐应荣）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区蚂蚁堆乡-中学马路边30号附1号（郑小祥1，郑小祥2））,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会白石洞村1504号）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会宝山村65号附1号）,大唐（宣威）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区章驮乡户远村委会白坟村户远白坟活动室）,中汇富鸿（临沧）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会班驮村四组（鲍尼倒屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村大龙潭社19号刘邦林）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇孔家营村七舍社55号余小伍）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（巧家县苞谷垴乡燕麦沟村牛坪子社1号李翠英）,云南电网有限责任公司昭通巧家供电局,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会小庄科村73号）,大唐（宣威）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处文伟社区居民委员会下南崃村（李贵会））,中汇富鸿（临沧）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区章驮乡户远村委会（户远马鞍山活动室））,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会述迤村102号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会胶厂小学屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会铜福山组杨朝富屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会第三支部室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇岩帅村委会岩帅村（办公楼2栋））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡其他崇岗完小综合楼屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大山乡大山村委会忙中完小1栋屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会团结村227号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新寨村委会新寨村一组活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会小庄科村111号附2号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新寨村委会新寨村一组（肖艾改屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会猴子地）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡团山村委会丫口组宋太平屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡周家坪村陈家村社17号张仁国）,云南电网有限责任公司昭通巧家供电局,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会长岭岗村7号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇东勐村委会东勐村六组活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会大寨坝组李永平屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会小庄科村177号-1）,大唐（宣威）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇小河塘村公所洪寿章）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇建设村委会建设村（八组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会猴子地村68号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇政府接待室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴燕麦沟村黄家村社50号苟大平）,云南电网有限责任公司昭通巧家供电局,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（七坪小学）,大理鹤庆云华新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡红石岩村梨园社5号代开甫）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区博尚镇邦别村委会邦别村热水塘76号（张绍强））,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会勐大寨坝活动室&#41;,永德鼎泰新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（连义村委会）,大理鹤庆云华新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇昔勒村委会昔勒村五组（田三木生屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇岩丙村委会龙潭卫生室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇黎山村委会李家村9号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇团结村委会团结村尹强房屋）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇建设村委会办公楼3栋）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（巧家县崇溪镇安居村黄家园子社58号郭芳花）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班奈村委会班奈村（李扎托屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡曼来村委会芭蕉组腾富保户屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（巧家县崇溪镇安居村大梁子社14号吕朝顺）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡曼来村委会曼来卫生室屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委4号楼）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会下得村320号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡团树村委会新寨组杨小狗屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇坝岭村委会四组（赵艾惹屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会楼面）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会清泉村110号附1号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会第一支部室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会述迤村787号）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会清泉村175号）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会小海德村304号）,大唐（宣威）新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（三庄奇云邑活动室）,大理鹤庆云华新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇东勐村委会东勐村三组活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处忙畔社区忙畔村忙那活动室（肖学富））,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡曼来村委会苦竹棚活动室屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新寨村委会新寨村九组（赵艾惹屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡洼落村陈家坪子社11号宋云妹）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡包山村委会歇马场村樊小堂屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会班考村十四组（钟尼毛））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇东勐村委会东勐村卫生室屋顶）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会崇岗村委会屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡燕麦沟村康家沟社16号黄国成）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇东勐村委会东勐村八组肖那块房屋）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会十二组活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会大海子村18号-2）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会宝山村17号）,大唐（宣威）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇马树村公所大地头社17号张应统）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村公所大园子社1号陈明甫）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺科村委会贺科村四组（赵惹倒屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇黄果村委会黄果村宿舍（田永生屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会鱼洞村150号-烤烟房）,大唐（宣威）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇小河塘村公所岔路社13号贺定定）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会十五组（卫尼模））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇赛弄村委会赛弄村（二组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会新寨组李志华&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村渔洞党群活动室）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺勐村委会贺勐村十七组（赵茸不勒屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇黄果村委会黄果村（五、八组学校））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会清泉村17号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺科村委会贺科村四组（赵艾惹））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所长海子社90号张学金）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡团树村委会新寨组茶保住屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所老箐社81号谭朝群）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区博尚镇那招村委会大寨组34号（周金强））,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会新寨组罗天芳屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V石林县整县屋顶分布式光伏发电项目（子种站办公楼）,龙源石林新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会下得村380号）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委1号楼）,大唐（宣威）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇热水镇述迤村委会基座山）,大唐（宣威）新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区章驮乡章驮龙平老村委会（龙平村委会办公楼））,中汇富鸿（临沧）新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委会述迤村132号）,大唐（宣威）新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（彭屯初中教学楼）,大理鹤庆云华新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会下得村426号附1号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡怕秋村委会四组赵尼清屋顶）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会小海德村81附1号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会十二组&#40;卫赛嘎&#41;）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会大海德村45号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡团山村委会丫口组刘学康屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇同泽社区一期6栋）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇岩帅村委会岩帅村五组（田呢改））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡团山村委会丫口组字八斤屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村公所张家湾社26号刘邦学）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡红石岩村梨园社9号蒋先才）,云南电网有限责任公司昭通巧家供电局,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会鱼洞村160号附1号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡贺岭村委会一组（陈尼散））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会班驮村（十组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会五组&#40;钟尼绕&#41;）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇岩帅村委会岩帅村三组（田尼惹屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇黄果村委会黄果村六组（田艾嘎屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇黄果村委会黄果村（黄果村委会食堂））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新寨村委会新寨村一组（田艾茸屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡怕迫村委会第三支部活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会八组（鲍赛嘎））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇坝岭村委会三组（田嘎改屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所长海子社6号谭正友）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇坝岭村委会大寨村六组六组六组（尹艾改））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（彭屯初中食堂）,大理鹤庆云华新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡团树村委会赵小有屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会班考村十六组（李江龙））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会忙糯小学第二栋屋顶&#41;,永德鼎泰新能源有限公司,,无,0
